id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
840,15649430,DeRose,747,France,Male,38,10,0,2,1,1,51345.41,0
841,15743828,Okwudilichukwu,569,France,Female,53,1,123923.35,1,1,1,185822.43,0
842,15771543,Lu,749,Germany,Male,41,6,146033.62,2,1,1,177655.68,0
843,15752626,Chiang,614,Spain,Male,28,7,0,2,1,1,137519.92,0
844,15596914,Y?,687,France,Male,30,6,0,2,0,1,110899.7,0
845,15769905,Ts'ai,648,France,Male,35,3,0,2,1,0,103921.43,0
846,15621093,Tien,714,Spain,Female,28,10,0,1,1,1,141896.74,0
847,15815645,Hsueh,678,France,Female,32,6,0,2,1,0,155915.24,0
848,15778049,Chizoba,749,France,Female,23,8,0,1,1,1,161241.65,0
849,15672397,H?,669,France,Male,31,6,136674.55,1,1,0,121232.51,0
850,15612095,Okorie,676,France,Male,29,5,141581.08,1,0,0,159416.58,0
851,15609758,Genovese,735,Spain,Male,35,4,0,2,1,1,131710.59,0
852,15667871,Trevisani,706,Germany,Female,46,8,108738.71,1,1,0,103349.72,1
853,15612095,Lucchesi,850,France,Male,39,7,108691.95,1,0,1,143030.09,0
854,15640507,Ch'iu,602,France,Female,39,5,0,2,1,1,182867.84,0
855,15651272,Chizuoke,758,Spain,Male,39,4,130796.33,1,1,1,175749.36,0
856,15589147,Fanucci,704,Spain,Female,39,6,0,2,1,0,125848.88,0
857,15636023,Chukwubuikem,679,Germany,Male,33,5,143930.92,1,1,1,182612.38,0
858,15609618,Achebe,662,France,Male,34,7,106070.89,1,0,1,198446.91,0
859,15690164,Ch'ien,607,Spain,Female,38,7,0,2,1,1,168816.22,0
860,15649738,Trevisani,616,France,Male,31,3,167026.61,1,1,0,88890.05,0
861,15675256,Onyemauchechukwu,646,Germany,Male,29,7,129855.32,2,0,1,53437.1,0
862,15715673,Mancini,756,France,Male,62,7,0,2,1,1,109685.61,0
863,15635141,Fokine,604,Spain,Male,40,7,0,2,0,0,70523.92,0
864,15687903,Ijendu,637,Spain,Male,31,9,88815.56,1,1,0,130846.79,0
865,15776733,Walker,667,France,Male,33,7,0,2,1,1,109496.69,0
866,15808846,Chia,755,France,Female,43,3,0,3,1,0,27380.99,1
867,15650864,Pagnotto,719,France,Female,37,3,127823.93,1,1,0,181490.42,0
868,15731751,Onwudiwe,661,France,Female,41,2,0,2,1,1,158750.53,0
869,15591169,McIntosh,825,Germany,Female,54,9,116498.22,3,1,0,171575.54,1
870,15668081,Pagnotto,711,Germany,Female,42,8,116885.58,2,1,0,44255.65,0
871,15654000,Ndubueze,705,Germany,Female,31,8,175075.72,2,1,1,187816.58,0
872,15651460,Nwabugwu,652,France,Female,27,2,0,2,1,1,123587.85,0
873,15702541,Mancini,638,France,Male,25,3,0,2,1,0,170638.98,0
874,15734987,Padovano,684,France,Male,40,1,0,2,1,1,166495.2,0
875,15782390,Chiu,758,Spain,Male,42,1,0,2,1,0,134889.95,0
876,15782530,Toscani,743,France,Female,51,5,0,1,1,1,97734.3,1
877,15803078,T'ang,662,France,Male,52,0,137936.94,1,0,0,125440.11,1
878,15696835,Hsing,714,Spain,Female,38,7,0,1,1,0,74042,0
879,15593969,Chiemezie,581,France,Female,27,2,0,1,1,1,125440.11,0
880,15603683,Chinwemma,637,France,Male,34,4,0,2,1,0,112333.22,0
881,15771059,Nnanna,623,France,Male,43,7,129248.11,1,1,0,175544.02,0
882,15732628,Ch'en,591,France,Female,32,8,0,2,1,1,62634.94,0
883,15733114,Omeokachie,753,France,Male,31,2,0,2,1,1,134778.01,0
884,15669922,Rios,588,France,Female,32,7,0,2,1,1,126477.41,0
885,15719352,Ts'ui,726,France,Male,48,6,117411.6,1,1,1,65951.65,0
886,15777036,Babbage,756,France,Male,52,8,0,1,0,1,98820.09,1
887,15806967,Ch'en,831,France,Male,39,4,0,2,1,1,83052.03,0
888,15596972,Teng,699,Spain,Male,29,6,0,2,1,1,151887.16,0
889,15801920,Milanesi,643,France,Male,41,6,132057.92,1,1,1,141446.01,0
890,15808846,Li Fonti,697,France,Female,38,8,0,2,1,1,92536,0
891,15635277,Bufkin,491,France,Male,53,3,0,2,0,1,170634.49,0
892,15788183,Ozioma,686,France,Female,35,7,0,1,1,1,172450.04,1
893,15644962,Bitter,675,France,Male,38,9,0,2,0,1,187987.01,0
894,15772892,Ch'ang,774,France,Male,26,5,0,2,1,0,102076.03,0
895,15658716,Nwankwo,627,France,Male,38,5,0,2,1,0,130664.79,0
896,15608968,Hsueh,686,France,Male,35,1,0,1,1,1,174738.2,0
897,15735388,Nnaife,594,Spain,Male,47,1,0,1,1,1,85891.02,0
898,15693522,Nnamutaezinwa,581,France,Female,39,8,0,2,1,0,184474.15,0
899,15709142,Maclean,576,France,Female,21,1,160541,1,1,0,171037.63,0
900,15573971,H?,653,Spain,Female,40,7,82291.1,1,1,1,124571.09,0
901,15669957,Nkemakonam,678,France,Female,37,7,0,2,1,1,25407.59,0
902,15775892,Palermo,687,Germany,Female,32,7,91621.69,1,1,0,188997.08,0
903,15579914,Folliero,716,France,Female,31,3,0,2,1,1,131211.86,0
904,15783025,Tuan,821,Spain,Male,27,6,0,2,1,0,54474.48,0
905,15641640,Chiang,579,France,Male,38,6,92467.58,1,0,1,118716.63,0
906,15704795,Pinto,583,France,Female,39,7,0,2,0,0,140946.05,0
907,15657535,L?,773,France,Male,21,1,0,1,0,1,157891.86,0
908,15699467,Yeh,709,France,Male,37,6,0,1,1,0,92816.86,0
909,15732674,Yeh,677,France,Female,48,2,0,2,1,1,139048,0
910,15790829,Lai,714,France,Male,34,9,122661.39,1,1,0,177844.06,0
911,15677243,Yudin,581,Spain,Female,32,7,0,2,1,0,115733.16,0
912,15660200,Maclean,596,Germany,Male,55,9,114421.55,1,0,0,73328.08,1
913,15783025,Y?,746,France,Male,36,9,148045.45,1,1,0,89891.4,0
914,15767064,Nwabugwu,679,France,Male,36,1,0,2,0,1,135851.3,0
915,15775662,Chidubem,693,France,Male,39,5,73348.56,1,1,0,115779.48,0
916,15767794,Milne,681,France,Female,40,5,106540.83,1,1,1,145792.01,0
917,15772573,Ch'ang,841,France,Female,38,5,88827.53,1,1,1,147930.46,0
918,15603594,Lucchese,644,France,Female,35,5,0,1,1,1,141946.92,0
919,15610942,Ugochukwutubelum,663,France,Female,29,5,169947.39,1,1,0,152880.25,1
920,15689237,Ch'eng,613,France,Female,37,9,0,2,1,0,106781.39,0
921,15691910,Y?an,579,France,Female,38,7,0,2,1,0,115818.51,0
922,15697046,Iadanza,584,France,Male,28,3,0,2,0,0,131284.93,0
923,15806467,Lo,597,France,Male,41,4,0,1,1,0,72929.96,1
924,15657779,Lo,745,Germany,Male,52,8,108541.04,1,1,0,179521.24,1
925,15791035,Ts'ao,711,France,Female,27,5,0,1,0,0,84908.2,0
926,15797733,Pinto,708,France,Female,42,6,160980.03,1,1,1,68400.14,1
927,15662291,Chukwuemeka,591,France,Male,29,9,0,1,0,1,113089.43,0
928,15665460,Calabresi,633,Germany,Female,55,2,126589.13,1,1,0,28797.32,1
929,15776517,Chinedum,718,Spain,Male,46,9,0,1,1,1,138889.15,1
930,15742824,Iqbal,714,France,Male,40,4,0,3,1,0,121542.33,1
931,15786800,Nnanna,585,Germany,Female,39,8,145988.65,1,1,1,64593.07,0
932,15610557,Lai,704,France,Male,37,0,0,1,1,1,131097.9,0
933,15792250,Young,516,France,Female,38,8,0,2,1,0,152992.04,0
934,15612043,Mazzi,593,Germany,Female,45,5,113865.23,1,1,0,75585.48,1
935,15600813,P'eng,529,Spain,Male,31,4,140700.61,1,1,0,151401.33,0
936,15648876,Fisk,711,France,Male,36,4,0,2,1,0,91561.91,0
937,15725882,T'ien,548,France,Female,25,2,0,2,1,0,37013.29,0
938,15682618,Hsia,619,Spain,Male,45,5,0,1,1,1,90106.94,1
939,15732527,Pirozzi,850,Germany,Male,35,1,106901.42,1,1,1,135067.02,0
940,15764284,Chikelu,712,France,Male,34,6,0,2,1,1,148087.62,0
941,15777892,Dore,707,France,Male,44,8,0,2,1,1,1002.39,0
942,15775203,Shao,591,France,Female,41,5,0,1,1,0,106977.8,0
943,15711750,Cremonesi,599,France,Male,32,9,137910.45,1,1,1,120380.12,0
944,15682460,Hsiung,711,Spain,Male,39,7,0,2,0,1,145936.81,0
945,15658980,Yegorov,850,France,Female,32,8,0,2,0,0,80425.65,0
946,15806511,Uspensky,600,France,Female,28,9,0,2,1,1,67830.2,0
947,15803371,Manna,569,France,Female,36,0,0,1,1,0,80552.11,0
948,15748473,Iloabuchi,554,France,Male,41,4,0,2,0,0,152843.53,0
949,15721189,Hs?,653,Spain,Female,28,2,0,2,1,1,182372.35,0
950,15669922,McEwan,537,France,Male,30,10,0,2,1,0,137763.93,0
951,15815552,Chigozie,682,Germany,Male,61,5,122453.97,1,1,1,152884.85,0
952,15603323,Aksenov,602,France,Male,58,4,0,2,1,1,147955.91,0
953,15766185,Sievier,697,Germany,Female,35,1,156570.86,2,1,1,159800.16,0
954,15596962,Udobata,538,Germany,Male,36,3,142388.61,2,0,1,79704.12,0
955,15665062,P'eng,658,France,Male,37,2,0,1,1,0,183569.25,0
956,15638803,Bischof,562,Germany,Female,45,5,141788.63,2,1,1,169952.82,0
957,15793723,Okechukwu,835,France,Male,34,8,0,2,1,1,149814.68,0
958,15775335,Chia,554,France,Female,43,5,0,2,1,0,180626.68,0
959,15772996,Koger,581,France,Male,37,9,0,2,0,0,121763.67,0
960,15782210,Ch'in,496,France,Female,30,7,0,3,0,0,67830.2,1
961,15803378,Chukwufumnanya,696,France,Male,31,8,0,2,0,1,108411.66,0
962,15625047,Fiorentini,623,France,Female,30,3,0,1,0,1,162820.5,0
963,15574608,Nwabugwu,604,France,Male,61,2,0,1,0,0,126511.94,1
964,15732672,T'ien,748,Spain,Male,38,1,80615.46,1,0,1,163484.8,0
965,15693382,Chidozie,583,Spain,Male,37,8,148159.71,2,1,1,72628.84,0
966,15651389,Chibueze,651,France,Male,25,2,0,2,1,1,122662.98,0
967,15667944,Nkemakolam,635,France,Female,37,4,0,3,0,0,138542.83,1
968,15703437,Onwumelu,633,France,Male,29,3,0,2,1,0,71519.4,0
969,15573851,Chiu,633,Spain,Male,41,7,115617.24,1,1,0,79577.4,0
970,15791769,Hsueh,661,Spain,Male,42,5,0,2,1,0,177747.03,0
971,15714260,T'ao,691,France,Female,31,7,0,2,1,1,102930.46,0
972,15706199,Fan,663,Spain,Female,32,5,0,2,1,0,140166.95,0
973,15591711,Calabresi,850,France,Male,34,9,156817.72,1,1,0,184842.21,1
974,15752622,Nkemjika,605,France,Female,32,1,0,2,0,1,182867.84,0
975,15759717,L?,624,France,Female,42,5,94222.53,1,1,0,78858.07,0
976,15750867,Pagnotto,493,France,Female,46,8,104568.41,1,1,1,147720.27,0
977,15625586,Chiabuotu,609,France,Male,23,4,0,2,1,0,64869.32,0
978,15655274,Onwuamaeze,708,France,Male,40,7,152303.8,1,0,0,180134.88,0
979,15794468,Fanucci,733,France,Female,30,5,0,2,1,1,157862.82,0
980,15656822,Nwora,677,France,Female,30,5,0,2,0,1,111032.79,0
981,15681332,Hsiung,537,Germany,Male,39,1,99339,1,1,1,97640.2,0
982,15722533,Pisani,634,Spain,Male,30,6,174400.36,1,1,1,44374.44,0
983,15793331,Burdekin,678,France,Female,32,7,0,2,0,1,85901.09,0
984,15792388,Chukwuemeka,729,France,Female,38,1,100488.92,1,1,1,103557.97,0
985,15673591,Dore,583,Germany,Female,40,3,103729.79,1,1,1,44904.26,1
986,15650086,Ch'iu,571,France,Female,40,3,0,1,0,0,108003.38,0
987,15785798,Tien,639,France,Male,32,1,102714.65,1,1,1,167778.62,0
988,15791842,Whitehouse,607,France,Female,40,10,0,2,1,1,138527.56,0
989,15781298,Okwudiliolisa,684,France,Male,46,3,0,1,1,0,144870.28,1
990,15797900,Onwuamaeze,711,Germany,Male,36,6,132057.92,1,0,0,116973.48,0
991,15765518,Manna,681,Spain,Male,40,4,0,2,1,0,135650.72,0
992,15606472,Ch'ien,632,Germany,Male,41,4,135120.72,1,1,1,73489.15,0
993,15644796,Tien,635,France,Male,46,1,0,1,1,1,78700.03,1
994,15777892,Milne,625,Spain,Male,46,0,146580.69,1,1,0,173870.39,1
995,15682533,Hsiao,648,France,Female,31,3,0,2,1,1,166475.81,0
996,15607990,Dike,644,France,Male,50,7,134936.94,1,1,1,19199.61,0
997,15773421,Young,724,France,Male,38,0,0,2,1,0,121440.8,0
998,15586674,Oluchukwu,605,Germany,Male,36,5,107716.57,2,1,1,23291.83,0
999,15663625,Aksenov,498,France,Male,34,5,0,2,1,1,186948.35,0
1000,15770041,Onyemauchechukwu,748,Germany,Female,29,8,116968.91,1,0,1,118319.5,0
1001,15579548,Ko,754,France,Female,43,10,0,2,1,0,10963.04,1
1002,15688865,Chiazagomekpere,646,France,Female,39,2,0,2,1,1,85421.48,0
1003,15802368,Zikoranachidimma,686,France,Male,28,5,81547.38,1,0,0,71429.95,0
1004,15603481,Trevisani,551,Germany,Male,39,1,132730.17,1,1,1,125256.53,1
1005,15813590,Harker,681,France,Male,38,6,0,2,1,1,67622.36,0
1006,15575024,Achebe,669,Spain,Male,29,5,0,1,0,0,151648.66,0
1007,15742824,Ch'eng,642,France,Female,41,2,155973.88,1,1,0,38196.24,0
1008,15656484,Chukwuebuka,779,Spain,Female,37,2,0,1,1,1,136048.64,0
1009,15682322,Zikoranachidimma,735,France,Male,24,1,0,2,1,0,86044.98,0
1010,15583076,Palerma,589,France,Male,29,1,114655.58,1,0,0,61257.83,0
1011,15785869,Chinedum,773,France,Female,33,2,137853,1,1,0,153392.28,0
1012,15655298,Ch'ang,850,France,Male,39,5,0,2,1,0,113428.77,0
1013,15777896,Onwuamaeze,585,France,Male,40,9,0,2,1,0,140765.57,0
1014,15683521,P'an,610,France,Female,72,4,157780.93,1,1,1,134901.58,0
1015,15793331,Obialo,725,France,Female,42,6,0,1,1,0,71776.76,1
1016,15656300,Lettiere,535,France,Female,33,6,0,2,1,1,158545.27,0
1017,15650098,Lettiere,478,Germany,Male,21,2,106074.89,2,1,1,59103.13,0
1018,15677310,Ts'ui,651,France,Male,29,8,0,2,1,0,182436.81,0
1019,15589435,Chiganu,731,Spain,Male,34,8,0,2,1,0,72350.27,0
1020,15644295,Milne,743,Germany,Female,52,3,119755,1,1,0,53412.54,1
1021,15793854,Chukwubuikem,485,France,Female,30,10,0,2,0,0,53793.1,0
1022,15793737,Chiawuotu,579,Spain,Female,37,0,0,2,0,0,183616.24,0
1023,15576219,Ts'ui,632,France,Female,38,8,0,2,1,1,40318.33,0
1024,15578980,Obiora,679,France,Male,41,5,0,2,1,0,115950.96,0
1025,15603743,Fiorentini,528,France,Male,59,9,123846.07,1,0,1,152499.8,0
1026,15713559,Hs?,682,Spain,Male,27,3,0,2,0,1,48224.72,0
1027,15627859,Li Fonti,719,France,Female,39,2,0,1,1,0,181499.77,0
1028,15671709,Hsueh,687,France,Female,52,5,0,1,1,0,131736.23,1
1029,15597983,H?,614,Spain,Female,55,6,0,1,1,0,135985.72,1
1030,15582033,Onyemauchechukwu,684,Spain,Male,37,7,0,1,1,0,126833.96,0
1031,15803801,Yobanna,676,France,Female,38,2,0,1,1,1,49826.68,0
1032,15624820,T'ang,639,Germany,Male,26,8,90971.85,1,0,1,50595.15,0
1033,15753861,Ch'iu,493,France,Male,39,1,0,1,1,1,115068.99,1
1034,15692744,Onyeorulu,785,France,Female,35,8,0,1,1,0,167973.63,1
1035,15570087,Iadanza,629,Spain,Male,35,9,0,2,1,1,56323.21,0
1036,15737509,Ritchie,685,Germany,Female,39,6,79563.46,2,1,1,121568.37,0
1037,15806467,Scott,753,France,Female,33,9,0,1,1,1,126565.94,0
1038,15591036,Ulyanov,587,France,Male,31,5,0,2,1,1,158887.09,0
1039,15754918,P'an,577,France,Female,30,7,124268.64,2,0,1,61936.1,0
1040,15692631,Udegbulam,755,France,Male,40,8,131852.81,1,1,1,144593.3,0
1041,15771086,Kao,644,France,Female,31,4,0,2,1,0,118723.31,0
1042,15690526,O'Donnell,630,France,Male,35,6,0,2,1,0,161243.05,0
1043,15625395,Ch'ien,494,France,Male,36,2,0,2,0,0,52404.62,0
1044,15691870,O'Donnell,603,France,Male,33,8,0,1,1,1,161076.92,0
1045,15624595,Fokine,745,France,Male,50,4,0,2,1,0,141501.45,0
1046,15710366,Baresi,739,France,Female,36,3,0,2,0,1,111149.98,0
1047,15626233,T'ang,683,Germany,Female,37,5,122453.97,2,1,1,86950.72,0
1048,15694395,Chukwuebuka,637,France,Male,39,7,0,2,1,0,169935.46,0
1049,15686964,Chidumaga,632,France,Female,31,5,0,2,1,0,90839.61,0
1050,15681671,Cattaneo,710,France,Male,37,8,0,2,0,0,124411.03,0
1051,15676958,Maclean,558,France,Female,30,7,0,1,0,1,173365.89,0
1052,15773098,Lo,580,France,Female,61,8,0,2,1,1,144584.29,0
1053,15610900,Chidiegwu,732,Germany,Male,26,10,73314.04,1,1,1,57764.65,0
1054,15691840,Fanucci,667,Germany,Female,30,1,117325.53,2,0,1,151924.9,0
1055,15793881,Onyeorulu,739,France,Female,38,5,0,1,1,1,78854.57,0
1056,15632669,Mistry,664,France,Female,40,5,0,1,1,1,27448.33,1
1057,15782390,Walker,581,Germany,Male,48,3,155846.68,1,1,0,72950.14,1
1058,15757867,Nwabugwu,730,France,Male,32,5,0,2,1,0,104610.86,0
1059,15589431,Nnanna,717,Germany,Male,35,7,157955.83,1,0,0,127059.02,0
1060,15748673,Chukwumaobim,623,France,Male,37,6,0,2,1,1,61666.87,0
1061,15777076,Ch'in,593,France,Male,40,5,0,2,1,1,119059.13,0
1062,15776545,Ch'ang,516,France,Male,23,8,113063.83,1,1,0,126263.97,0
1063,15688880,Fiorentino,656,Germany,Female,51,6,109026.8,1,0,0,141364.62,0
1064,15607993,Smith,669,France,Male,37,2,0,2,1,0,102986.15,0
1065,15780989,Ch'ien,627,France,Female,32,9,0,2,1,0,180598.28,0
1066,15588904,Iweobiegbunam,535,France,Male,35,3,0,2,1,0,147963.07,0
1067,15587944,Hsiung,597,Spain,Female,33,9,105736.32,1,1,1,93901.61,0
1068,15576676,Ejikemeifeuwa,667,France,Female,34,2,0,2,0,1,122580.48,0
1069,15783025,Ch'en,598,Spain,Male,34,3,0,2,1,0,144593.4,0
1070,15724663,O'Meara,559,France,Male,57,9,0,1,1,0,93901.61,1
1071,15791533,Lucchese,718,Spain,Female,30,1,0,2,1,0,48606.71,0
1072,15672598,Ch'en,711,France,Female,44,1,0,1,1,1,93336.3,0
1073,15782231,Chidubem,762,Germany,Male,45,4,131778.08,1,1,1,154844.36,0
1074,15682048,Lucchese,697,France,Male,38,8,82498.14,2,1,0,168816.22,0
1075,15592091,O'Brien,714,France,Female,60,3,0,2,1,1,1375.41,1
1076,15584928,Nwankwo,628,Spain,Female,36,8,0,1,1,1,186489.95,0
1077,15784097,Galkina,682,France,Male,27,1,0,2,0,0,143668.88,0
1078,15778917,Bellucci,779,France,Male,36,9,84496.71,1,1,1,147913.56,0
1079,15695097,H?,639,France,Male,60,9,0,1,1,1,160670.37,1
1080,15622578,Lucchesi,850,France,Male,31,7,83102.72,1,1,1,143598.7,0
1081,15773869,Mazzi,461,France,Male,28,6,0,2,1,0,85937.47,0
1082,15637315,T'ang,687,France,Male,42,2,0,2,1,0,645.61,0
1083,15572361,Onyemachukwu,671,Spain,Male,20,5,0,2,1,0,53353.36,0
1084,15736397,Bancroft,598,France,Male,41,7,0,2,1,1,51636.22,0
1085,15730447,Genovesi,605,France,Female,61,5,0,1,1,0,120893.03,1
1086,15798824,Chukwumaobim,627,Spain,Female,35,3,0,1,1,0,55775.84,1
1087,15712121,Chukwubuikem,553,Germany,Male,59,2,144351.86,2,1,1,151481.86,0
1088,15571756,Chukwufumnanya,464,Spain,Male,38,6,0,2,1,1,152992.04,0
1089,15808831,Hsueh,622,Germany,Male,32,6,104339.11,2,1,1,79479.74,0
1090,15578747,Chikwendu,657,Germany,Female,43,10,116474.35,1,1,0,176570.55,1
1091,15751131,Wright,679,France,Female,36,3,0,2,1,1,46635.11,0
1092,15791342,Obiajulu,725,France,Female,32,9,0,2,1,0,135431.73,0
1093,15646513,O'Kane,712,France,Male,41,9,0,2,1,1,105599.65,0
1094,15777076,Yefremova,593,France,Female,28,1,0,2,0,1,9085,0
1095,15732270,Ndubueze,543,France,Male,33,4,0,2,1,1,168515.61,0
1096,15579915,Hao,559,Spain,Male,30,5,131283.11,1,1,1,154491.39,0
1097,15691822,Pirozzi,644,France,Male,32,1,0,2,1,1,187985.85,0
1098,15567147,Fiorentino,657,France,Male,39,8,118741.57,1,0,1,8059.44,1
1099,15605341,Ch'ang,575,France,Female,46,9,0,1,1,1,51703.09,1
1100,15567446,T'ien,674,Spain,Male,29,3,0,2,0,1,171587.9,0
1101,15750929,Palerma,667,France,Female,38,6,0,2,0,0,158054.49,0
1102,15633283,Onyemauchechi,688,France,Male,43,2,0,2,1,0,164966.13,0
1103,15661548,Ch'eng,651,Spain,Male,39,6,0,1,1,0,47799.15,0
1104,15697567,Baresi,850,Spain,Female,56,7,0,1,1,0,138526.96,1
1105,15578908,Hs?,571,France,Female,37,7,0,1,1,1,85522.84,0
1106,15802351,Pirozzi,687,France,Male,34,3,0,2,1,0,199290.68,0
1107,15658969,Nwagugheuzo,588,Germany,Female,38,3,120165.3,2,1,0,147955.81,0
1108,15730448,Yobanna,717,Spain,Male,38,5,0,1,1,0,89928.99,0
1109,15641366,Rizzo,733,Spain,Male,31,4,171932.26,2,1,1,108764.69,0
1110,15645059,Smith,577,France,Male,39,3,131394.42,1,0,0,79204.66,0
1111,15791958,Maclean,716,Germany,Male,56,7,90920.75,1,1,0,158840.99,1
1112,15686957,Chidiegwu,696,France,Female,57,8,0,1,0,1,111868.23,1
1113,15657937,Kisch,696,France,Female,37,2,0,2,1,1,54179.83,0
1114,15631339,Ch'ien,637,Spain,Male,29,5,0,2,1,0,103921.43,0
1115,15756820,McIntyre,675,France,Male,53,2,155059.1,1,0,0,116471.45,1
1116,15737571,Yevdokimova,683,France,Male,46,2,0,2,1,1,72318.77,0
1117,15782531,Houghton,635,France,Male,33,3,0,2,1,0,95655.16,0
1118,15789560,Chukwumaobim,559,Spain,Male,51,4,0,1,1,0,155915.24,1
1119,15694188,Hsu,582,Spain,Male,34,2,0,2,1,0,173486.39,0
1120,15576196,Brown,753,France,Male,31,8,0,2,0,1,84760.32,0
1121,15642996,Ch'iu,726,France,Male,37,10,0,2,1,1,52327.57,0
1122,15671609,K'ung,547,France,Female,47,5,163085.79,1,0,0,179206.92,1
1123,15654074,Kambinachi,559,Spain,Female,29,9,140510.89,1,0,1,152992.04,0
1124,15682528,Chidiebele,834,Germany,Female,49,6,108891.5,1,1,0,55893.28,1
1125,15667938,Chinwendu,627,France,Male,33,6,0,2,1,0,122960.98,0
1126,15695819,Milne,675,Spain,Male,40,4,0,2,1,1,159817.97,0
1127,15769191,T'ang,607,France,Female,44,10,0,2,1,0,171706.66,0
1128,15754574,Teng,667,France,Male,35,3,0,2,0,0,58855.85,0
1129,15623989,Folliero,674,Spain,Male,40,3,0,2,1,0,131710.59,0
1130,15683955,Ch'in,678,Germany,Female,52,4,114446.74,1,1,0,166440.32,1
1131,15790829,Onyemere,792,France,Female,32,2,0,2,1,1,102640.52,0
1132,15682355,Cremonesi,578,Spain,Male,39,6,0,2,1,0,48242.38,0
1133,15791216,Ts'ai,711,Spain,Female,29,6,131834.76,1,1,0,95957.09,0
1134,15572801,Mistry,648,France,Male,43,8,130142.79,1,1,1,194808.51,0
1135,15757559,Nnonso,631,France,Male,34,7,133801.49,1,0,1,79919.13,0
1136,15648721,Hsia,592,France,Male,38,3,0,2,1,1,28415.36,0
1137,15572631,Mancini,599,France,Female,30,8,127818.52,1,1,1,139469.11,0
1138,15588517,Ch'ang,715,France,Female,35,1,0,2,1,1,111605.9,0
1139,15771222,Okonkwo,678,France,Male,40,0,0,2,1,1,161884.98,1
1140,15645543,Pirozzi,616,Spain,Female,33,1,0,1,1,1,57876.06,1
1141,15635502,Chukwueloka,712,France,Male,38,7,0,2,1,1,112104.55,0
1142,15652981,Hsiao,806,Spain,Male,38,3,0,1,1,0,175544.02,0
1143,15689612,Martin,696,Germany,Female,24,6,109162.82,1,0,1,131043.1,0
1144,15706799,Chizuoke,579,France,Male,39,5,0,2,1,0,182336.45,0
1145,15587584,Ch'ien,714,France,Male,45,8,0,2,1,0,38410.74,0
1146,15734889,T'ien,643,France,Female,34,2,139799.63,1,1,0,64448.36,0
1147,15642710,Gboliwe,695,France,Female,39,5,0,1,0,1,129975.51,1
1148,15682523,Chukwubuikem,682,Germany,Male,32,9,113882.31,1,1,1,147955.91,0
1149,15579787,Zikoranachidimma,686,France,Female,23,8,0,2,1,0,77864.41,0
1150,15689633,Shao,659,France,Female,29,5,0,1,1,1,146511.2,0
1151,15764537,Milne,712,Spain,Male,34,0,0,2,1,0,162668.33,0
1152,15681068,K?,746,France,Male,39,8,0,2,0,0,180622.02,0
1153,15768219,White,735,France,Male,38,9,119496.25,1,1,0,54949.73,0
1154,15735222,Fomin,774,France,Female,31,7,0,1,1,1,61811.1,0
1155,15791535,Trevisani,763,France,Male,30,9,0,2,1,0,57896.27,0
1156,15751788,Ijendu,545,France,Female,40,8,0,2,0,0,141364.62,1
1157,15653784,Hsiung,696,France,Male,35,7,0,2,1,0,149614.17,0
1158,15784890,Chiu,850,Spain,Male,51,2,0,1,1,0,9086.65,1
1159,15589147,Buchi,575,France,Female,31,10,0,2,0,1,189430.86,0
1160,15675328,Mazzanti,695,France,Female,57,7,118079.47,1,1,0,148814.54,1
1161,15626233,Pai,679,Germany,Male,36,1,108883.29,1,1,1,90863.81,0
1162,15771668,Tung,637,France,Female,46,2,0,2,1,0,85736.26,0
1163,15803764,Ch'ien,699,France,Male,35,4,0,2,1,0,55725.04,0
1164,15611579,McIntyre,744,France,Female,34,1,0,1,1,0,71139.31,1
1165,15640409,Chiazagomekpere,564,Spain,Female,31,6,88046.88,2,1,1,142903.44,0
1166,15674840,Fan,663,Germany,Male,44,9,108716.59,2,0,1,54209.02,0
1167,15643624,Niu,682,France,Male,40,8,0,2,1,0,184524.74,1
1168,15742638,Chiagoziem,644,Spain,Female,32,8,0,3,1,1,177614.17,0
1169,15792679,T'ang,629,Spain,Male,23,10,0,2,1,0,148516.79,0
1170,15783030,Brown,648,Spain,Male,44,10,117314.92,1,0,1,45613.75,0
1171,15681075,T'ang,717,France,Female,44,7,0,1,1,1,114323.66,1
1172,15641688,Lu,644,Spain,Female,34,3,0,2,1,0,140941.47,0
1173,15595883,Onyekachukwu,598,France,Female,37,7,0,2,1,0,138510.01,0
1174,15604576,K'ung,613,Spain,Male,30,1,0,1,0,0,187551.24,0
1175,15656870,Chidiebere,726,France,Male,37,3,0,2,1,0,49826.68,0
1176,15616471,Baresi,679,Spain,Female,37,1,0,2,1,1,102655.31,0
1177,15586449,P'eng,588,Germany,Male,34,6,124978.19,1,1,0,67944.09,0
1178,15716134,Nwabugwu,691,France,Male,50,5,0,2,1,1,142839.64,0
1179,15693326,Chibugo,850,Germany,Female,41,1,97544.29,1,1,1,169915.02,0
1180,15773520,Chukwuebuka,619,France,Male,32,8,152303.66,1,1,1,136610.02,0
1181,15783617,Chiganu,624,France,Male,38,0,0,2,0,1,131768.98,0
1182,15776467,Fanucci,602,Germany,Male,46,5,150842.93,3,1,0,169469.3,1
1183,15809838,Chidozie,579,Germany,Male,56,3,129855.72,1,1,1,150684.23,1
1184,15669490,Smith,678,France,Male,38,10,141040.01,1,1,1,77500.81,0
